Material,aa,bb,cc,SG,C11,C12,Y_2D_a,Y_2D_b,G_a,G_b,B_a,B_b,V_a,V_b
Cr-Ge-O-S,5.727000,5.727000,23.604000,1.000000,101.030000,-2.550000,100.970000,100.970000,51.790000,51.790000,49.240000,49.240000,-0.030000,-0.030000
Cr-Ge-O-Se,5.542000,5.542000,25.203000,1.000000,162.430000,34.450000,155.120000,155.120000,63.990000,63.990000,98.440000,98.440000,0.210000,0.210000
Cr-Ge-O-Te,5.920000,5.920000,22.093000,1.000000,-228.080000,-264.990000,79.800000,79.800000,18.460000,18.460000,-246.530000,-246.530000,1.160000,1.160000
Cr-Ge-Se-O,5.963000,5.963000,21.769000,1.000000,279.600000,109.050000,237.070000,237.070000,85.280000,85.280000,194.320000,194.320000,0.390000,0.390000
Cr-Ge-Se-S,6.537000,6.537000,18.118000,1.000000,21.170000,-74.730000,-242.620000,-242.620000,47.950000,47.950000,-26.780000,-26.780000,-3.530000,-3.530000
Cr-Ge-Se-Te,6.528000,6.528000,18.166000,1.000000,98.870000,37.230000,84.850000,84.850000,30.820000,30.820000,68.050000,68.050000,0.380000,0.380000
Cr-Ge-S-O,5.826000,5.826000,22.811000,1.000000,287.860000,70.500000,270.590000,270.590000,108.680000,108.680000,179.180000,179.180000,0.240000,0.240000
Cr-Ge-S-Se,6.301000,6.301000,19.499000,1.000000,80.360000,7.160000,79.720000,79.720000,36.600000,36.600000,43.760000,43.760000,0.090000,0.090000
Cr-Ge-S-Te,6.357000,6.357000,19.159000,1.000000,100.840000,29.290000,92.330000,92.330000,35.780000,35.780000,65.060000,65.060000,0.290000,0.290000
Cr-Ge-Te-O,6.223000,6.223000,19.992000,1.000000,119.330000,108.110000,21.390000,21.390000,5.610000,5.610000,113.720000,113.720000,0.910000,0.910000
Cr-Ge-Te-S,7.132000,7.132000,15.219000,1.000000,40.190000,27.890000,20.830000,20.830000,6.150000,6.150000,34.040000,34.040000,0.690000,0.690000
Cr-Ge-Te-Se,7.286000,7.286000,14.582000,1.000000,65.260000,38.440000,42.620000,42.620000,13.410000,13.410000,51.850000,51.850000,0.590000,0.590000
Cr-Hf-O-S,6.132000,6.132000,20.588000,1.000000,-180.780000,295.450000,302.070000,302.070000,-238.110000,-238.110000,57.330000,57.330000,-1.630000,-1.630000
Cr-Hf-O-Se,5.813000,5.813000,22.911000,1.000000,-59.760000,-126.120000,206.440000,206.440000,33.180000,33.180000,-92.940000,-92.940000,2.110000,2.110000
Cr-Hf-O-Te,6.033000,6.033000,21.270000,1.000000,-185.580000,-170.470000,-29.000000,-29.000000,-7.560000,-7.560000,-178.030000,-178.030000,0.920000,0.920000
Cr-Hf-Se-O,6.243000,6.243000,19.862000,1.000000,185.670000,58.750000,167.080000,167.080000,63.460000,63.460000,122.210000,122.210000,0.320000,0.320000
Cr-Hf-Se-S,6.878000,6.878000,16.362000,1.000000,199.890000,97.980000,151.860000,151.860000,50.950000,50.950000,148.930000,148.930000,0.490000,0.490000
Cr-Hf-Se-Te,6.634000,6.634000,17.591000,1.000000,116.050000,51.560000,93.140000,93.140000,32.250000,32.250000,83.800000,83.800000,0.440000,0.440000
Cr-Hf-S-O,6.133000,6.133000,20.585000,1.000000,59.920000,-102.650000,-115.940000,-115.940000,81.280000,81.280000,-21.370000,-21.370000,-1.710000,-1.710000
Cr-Hf-S-Se,6.690000,6.690000,17.297000,1.000000,1.960000,-10.030000,-49.230000,-49.230000,6.000000,6.000000,-4.030000,-4.030000,-5.110000,-5.110000
Cr-Hf-S-Te,6.504000,6.504000,18.299000,1.000000,141.640000,72.340000,104.690000,104.690000,34.650000,34.650000,106.990000,106.990000,0.510000,0.510000
Cr-Hf-Te-O,6.416000,6.416000,18.805000,1.000000,243.550000,83.980000,214.590000,214.590000,79.780000,79.780000,163.770000,163.770000,0.340000,0.340000
Cr-Hf-Te-S,6.984000,6.984000,15.873000,1.000000,220.690000,131.790000,141.980000,141.980000,44.450000,44.450000,176.240000,176.240000,0.600000,0.600000
Cr-Hf-Te-Se,7.121000,7.121000,15.267000,1.000000,145.690000,72.270000,109.840000,109.840000,36.710000,36.710000,108.980000,108.980000,0.500000,0.500000
Cr-Mn-O-S,5.572000,5.572000,24.935000,1.000000,251.200000,60.070000,236.830000,236.830000,95.560000,95.560000,155.640000,155.640000,0.240000,0.240000
Cr-Mn-O-Se,5.688000,5.688000,23.926000,1.000000,187.890000,77.400000,156.000000,156.000000,55.240000,55.240000,132.640000,132.640000,0.410000,0.410000
Cr-Mn-O-Te,5.937000,5.937000,21.963000,1.000000,-512.500000,-521.110000,17.370000,17.370000,4.310000,4.310000,-516.810000,-516.810000,1.020000,1.020000
Cr-Mn-Se-O,5.804000,5.804000,22.984000,1.000000,271.720000,173.030000,161.540000,161.540000,49.350000,49.350000,222.380000,222.380000,0.640000,0.640000
Cr-Mn-Se-S,6.249000,6.249000,19.822000,1.000000,178.260000,45.850000,166.470000,166.470000,66.210000,66.210000,112.060000,112.060000,0.260000,0.260000
Cr-Mn-Se-Te,6.628000,6.628000,17.622000,1.000000,155.720000,31.230000,149.450000,149.450000,62.240000,62.240000,93.480000,93.480000,0.200000,0.200000
Cr-Mn-S-O,5.682000,5.682000,23.980000,1.000000,97.730000,-51.440000,70.660000,70.660000,74.580000,74.580000,23.150000,23.150000,-0.530000,-0.530000
Cr-Mn-S-Se,6.226000,6.226000,19.969000,1.000000,154.170000,61.970000,129.270000,129.270000,46.100000,46.100000,108.070000,108.070000,0.400000,0.400000
Cr-Mn-S-Te,6.383000,6.383000,19.003000,1.000000,157.840000,84.840000,112.240000,112.240000,36.500000,36.500000,121.340000,121.340000,0.540000,0.540000
Cr-Mn-Te-O,6.031000,6.031000,21.287000,1.000000,-282.330000,-360.620000,178.280000,178.280000,39.140000,39.140000,-321.470000,-321.470000,1.280000,1.280000
Cr-Mn-Te-S,6.503000,6.503000,18.307000,1.000000,148.300000,54.830000,128.030000,128.030000,46.740000,46.740000,101.570000,101.570000,0.370000,0.370000
Cr-Mn-Te-Se,6.679000,6.679000,17.353000,1.000000,106.250000,20.290000,102.380000,102.380000,42.980000,42.980000,63.270000,63.270000,0.190000,0.190000
Cr-Mo-O-S,5.808000,5.808000,22.946000,1.000000,-17.370000,-187.080000,1997.620000,1997.620000,84.850000,84.850000,-102.220000,-102.220000,10.770000,10.770000
Cr-Mo-O-Se,5.913000,5.913000,22.144000,1.000000,-156.030000,-246.330000,232.870000,232.870000,45.150000,45.150000,-201.180000,-201.180000,1.580000,1.580000
Cr-Mo-O-Te,6.039000,6.039000,21.229000,1.000000,-297.960000,-308.620000,21.700000,21.700000,5.330000,5.330000,-303.290000,-303.290000,1.040000,1.040000
Cr-Mo-Se-O,5.918000,5.918000,22.107000,1.000000,285.950000,112.470000,241.710000,241.710000,86.740000,86.740000,199.210000,199.210000,0.390000,0.390000
Cr-Mo-Se-S,6.321000,6.321000,19.378000,1.000000,232.600000,61.960000,216.090000,216.090000,85.320000,85.320000,147.280000,147.280000,0.270000,0.270000
Cr-Mo-Se-Te,6.878000,6.878000,16.364000,1.000000,239.510000,130.740000,168.140000,168.140000,54.380000,54.380000,185.120000,185.120000,0.550000,0.550000
Cr-Mo-S-O,5.801000,5.801000,23.004000,1.000000,340.860000,101.290000,310.760000,310.760000,119.780000,119.780000,221.070000,221.070000,0.300000,0.300000
Cr-Mo-S-Se,6.313000,6.313000,19.424000,1.000000,227.290000,47.230000,217.470000,217.470000,90.030000,90.030000,137.260000,137.260000,0.210000,0.210000
Cr-Mo-S-Te,6.539000,6.539000,18.106000,1.000000,153.460000,64.780000,126.110000,126.110000,44.340000,44.340000,109.120000,109.120000,0.420000,0.420000
Cr-Mo-Te-O,6.117000,6.117000,20.691000,1.000000,-100.460000,-177.930000,214.680000,214.680000,38.740000,38.740000,-139.190000,-139.190000,1.770000,1.770000
Cr-Mo-Te-S,6.557000,6.557000,18.006000,1.000000,191.520000,69.080000,166.600000,166.600000,61.220000,61.220000,130.300000,130.300000,0.360000,0.360000
Cr-Mo-Te-Se,6.711000,6.711000,17.190000,1.000000,105.890000,-30.400000,97.160000,97.160000,68.150000,68.150000,37.740000,37.740000,-0.290000,-0.290000
Cr-Pb-O-S,5.659000,5.659000,24.172000,1.000000,135.250000,52.770000,114.660000,114.660000,41.240000,41.240000,94.010000,94.010000,0.390000,0.390000
Cr-Pb-O-Se,5.746000,5.746000,23.451000,1.000000,102.960000,54.250000,74.370000,74.370000,24.350000,24.350000,78.610000,78.610000,0.530000,0.530000
Cr-Pb-O-Te,6.038000,6.038000,21.235000,1.000000,-94.170000,-22.090000,-88.990000,-88.990000,-36.040000,-36.040000,-58.130000,-58.130000,0.230000,0.230000
Cr-Pb-Se-O,6.982000,6.982000,15.879000,1.000000,57.050000,25.180000,45.930000,45.930000,15.930000,15.930000,41.120000,41.120000,0.440000,0.440000
Cr-Pb-Se-S,7.011000,7.011000,15.750000,1.000000,66.110000,15.700000,62.380000,62.380000,25.200000,25.200000,40.900000,40.900000,0.240000,0.240000
Cr-Pb-Se-Te,6.492000,6.492000,18.367000,1.000000,100.480000,27.760000,92.810000,92.810000,36.360000,36.360000,64.120000,64.120000,0.280000,0.280000
Cr-Pb-S-O,6.317000,6.317000,19.402000,1.000000,-54.610000,-137.540000,291.800000,291.800000,41.470000,41.470000,-96.080000,-96.080000,2.520000,2.520000
Cr-Pb-S-Se,6.290000,6.290000,19.566000,1.000000,87.210000,6.250000,86.760000,86.760000,40.480000,40.480000,46.730000,46.730000,0.070000,0.070000
Cr-Pb-S-Te,6.331000,6.331000,19.312000,1.000000,30.700000,-43.310000,-30.400000,-30.400000,37.010000,37.010000,-6.310000,-6.310000,-1.410000,-1.410000
Cr-Pb-Te-O,7.113000,7.113000,15.299000,1.000000,-28.420000,-99.750000,321.750000,321.750000,35.670000,35.670000,-64.080000,-64.080000,3.510000,3.510000
Cr-Pb-Te-S,8.000000,8.000000,12.097000,1.000000,40.320000,28.110000,20.710000,20.710000,6.100000,6.100000,34.220000,34.220000,0.700000,0.700000
Cr-Pb-Te-Se,7.947000,7.947000,12.258000,1.000000,10.700000,2.640000,10.050000,10.050000,4.030000,4.030000,6.670000,6.670000,0.250000,0.250000
Cr-Si-O-S,5.787000,5.787000,23.117000,1.000000,-218.710000,-292.470000,172.380000,172.380000,36.880000,36.880000,-255.590000,-255.590000,1.340000,1.340000
Cr-Si-O-Se,5.593000,5.593000,24.750000,1.000000,102.390000,-1.650000,102.360000,102.360000,52.020000,52.020000,50.370000,50.370000,-0.020000,-0.020000
Cr-Si-O-Te,5.879000,5.879000,22.401000,1.000000,8.970000,9.410000,-0.910000,-0.910000,-0.220000,-0.220000,9.190000,9.190000,1.050000,1.050000
Cr-Si-Se-O,5.761000,5.761000,23.322000,1.000000,414.620000,239.670000,276.080000,276.080000,87.480000,87.480000,327.140000,327.140000,0.580000,0.580000
Cr-Si-Se-S,6.388000,6.388000,18.971000,1.000000,251.590000,-1.930000,251.570000,251.570000,126.760000,126.760000,124.830000,124.830000,-0.010000,-0.010000
Cr-Si-Se-Te,6.461000,6.461000,18.548000,1.000000,82.300000,17.840000,78.430000,78.430000,32.230000,32.230000,50.070000,50.070000,0.220000,0.220000
Cr-Si-S-O,5.641000,5.641000,24.329000,1.000000,316.880000,74.060000,299.570000,299.570000,121.410000,121.410000,195.470000,195.470000,0.230000,0.230000
Cr-Si-S-Se,6.250000,6.250000,19.818000,1.000000,111.530000,7.380000,111.040000,111.040000,52.070000,52.070000,59.450000,59.450000,0.070000,0.070000
Cr-Si-S-Te,6.498000,6.498000,18.335000,1.000000,27.290000,4.580000,26.520000,26.520000,11.350000,11.350000,15.940000,15.940000,0.170000,0.170000
Cr-Si-Te-O,5.984000,5.984000,21.621000,1.000000,-195.250000,-225.210000,64.520000,64.520000,14.980000,14.980000,-210.230000,-210.230000,1.150000,1.150000
Cr-Si-Te-S,6.627000,6.627000,17.630000,1.000000,170.350000,67.750000,143.410000,143.410000,51.300000,51.300000,119.050000,119.050000,0.400000,0.400000
Cr-Si-Te-Se,6.950000,6.950000,16.027000,1.000000,239.050000,157.190000,135.680000,135.680000,40.930000,40.930000,198.120000,198.120000,0.660000,0.660000
Cr-Sn-O-S,5.686000,5.686000,23.949000,1.000000,123.030000,45.510000,106.200000,106.200000,38.760000,38.760000,84.270000,84.270000,0.370000,0.370000
Cr-Sn-O-Se,5.678000,5.678000,24.009000,1.000000,82.420000,17.520000,78.700000,78.700000,32.450000,32.450000,49.970000,49.970000,0.210000,0.210000
Cr-Sn-O-Te,5.977000,5.977000,21.668000,1.000000,-223.450000,-323.390000,244.580000,244.580000,49.970000,49.970000,-273.420000,-273.420000,1.450000,1.450000
Cr-Sn-Se-O,6.251000,6.251000,19.811000,1.000000,255.830000,67.730000,237.900000,237.900000,94.050000,94.050000,161.780000,161.780000,0.260000,0.260000
Cr-Sn-Se-S,6.905000,6.905000,16.235000,1.000000,255.500000,130.790000,188.550000,188.550000,62.360000,62.360000,193.150000,193.150000,0.510000,0.510000
Cr-Sn-Se-Te,6.421000,6.421000,18.775000,1.000000,106.610000,10.460000,105.590000,105.590000,48.080000,48.080000,58.540000,58.540000,0.100000,0.100000
Cr-Sn-S-O,6.124000,6.124000,20.643000,1.000000,302.120000,112.920000,259.920000,259.920000,94.600000,94.600000,207.520000,207.520000,0.370000,0.370000
Cr-Sn-S-Se,6.390000,6.390000,18.958000,1.000000,83.620000,12.880000,81.630000,81.630000,35.370000,35.370000,48.250000,48.250000,0.150000,0.150000
Cr-Sn-S-Te,6.274000,6.274000,19.669000,1.000000,50.030000,-25.270000,37.260000,37.260000,37.650000,37.650000,12.380000,12.380000,-0.510000,-0.510000
Cr-Sn-Te-O,6.457000,6.457000,18.567000,1.000000,221.900000,97.660000,178.910000,178.910000,62.120000,62.120000,159.780000,159.780000,0.440000,0.440000
Cr-Sn-Te-S,7.047000,7.047000,15.589000,1.000000,208.230000,103.110000,157.180000,157.180000,52.560000,52.560000,155.670000,155.670000,0.500000,0.500000
Cr-Sn-Te-Se,7.219000,7.219000,14.856000,1.000000,55.130000,31.470000,37.160000,37.160000,11.830000,11.830000,43.300000,43.300000,0.570000,0.570000
Cr-Ti-O-S,5.679000,5.679000,24.001000,1.000000,106.440000,38.570000,92.470000,92.470000,33.940000,33.940000,72.510000,72.510000,0.360000,0.360000
Cr-Ti-O-Se,5.732000,5.732000,23.559000,1.000000,-96.790000,-144.570000,119.150000,119.150000,23.890000,23.890000,-120.680000,-120.680000,1.490000,1.490000
Cr-Ti-O-Te,5.973000,5.973000,21.701000,1.000000,-529.030000,-545.520000,33.500000,33.500000,8.250000,8.250000,-537.280000,-537.280000,1.030000,1.030000
Cr-Ti-Se-O,5.994000,5.994000,21.549000,1.000000,265.690000,96.340000,230.760000,230.760000,84.680000,84.680000,181.010000,181.010000,0.360000,0.360000
Cr-Ti-Se-S,6.477000,6.477000,18.456000,1.000000,173.560000,60.690000,152.350000,152.350000,56.440000,56.440000,117.120000,117.120000,0.350000,0.350000
Cr-Ti-Se-Te,6.896000,6.896000,16.281000,1.000000,150.170000,158.450000,-17.020000,-17.020000,-4.140000,-4.140000,154.310000,154.310000,1.060000,1.060000
Cr-Ti-S-O,5.871000,5.871000,22.463000,1.000000,325.120000,166.380000,239.970000,239.970000,79.370000,79.370000,245.750000,245.750000,0.510000,0.510000
Cr-Ti-S-Se,6.426000,6.426000,18.746000,1.000000,92.050000,87.180000,9.490000,9.490000,2.440000,2.440000,89.620000,89.620000,0.950000,0.950000
Cr-Ti-S-Te,6.388000,6.388000,18.971000,1.000000,110.180000,40.930000,94.970000,94.970000,34.620000,34.620000,75.550000,75.550000,0.370000,0.370000
Cr-Ti-Te-O,6.206000,6.206000,20.103000,1.000000,158.470000,154.740000,7.360000,7.360000,1.860000,1.860000,156.600000,156.600000,0.980000,0.980000
Cr-Ti-Te-S,6.727000,6.727000,17.108000,1.000000,61.920000,-25.170000,51.690000,51.690000,43.550000,43.550000,18.370000,18.370000,-0.410000,-0.410000
Cr-Ti-Te-Se,6.965000,6.965000,15.957000,1.000000,185.440000,115.390000,113.640000,113.640000,35.030000,35.030000,150.410000,150.410000,0.620000,0.620000
Cr-W-O-S,5.834000,5.834000,22.743000,1.000000,9.840000,-239.350000,-5811.500000,-5811.500000,124.600000,124.600000,-114.760000,-114.760000,-24.320000,-24.320000
Cr-W-O-Se,5.939000,5.939000,21.946000,1.000000,-147.880000,-281.730000,388.840000,388.840000,66.920000,66.920000,-214.800000,-214.800000,1.910000,1.910000
Cr-W-O-Te,6.054000,6.054000,21.119000,1.000000,-440.360000,-450.590000,20.710000,20.710000,5.120000,5.120000,-445.480000,-445.480000,1.020000,1.020000
Cr-W-Se-O,5.904000,5.904000,22.212000,1.000000,331.910000,120.520000,288.150000,288.150000,105.700000,105.700000,226.220000,226.220000,0.360000,0.360000
Cr-W-Se-S,6.321000,6.321000,19.376000,1.000000,255.670000,58.880000,242.110000,242.110000,98.390000,98.390000,157.270000,157.270000,0.230000,0.230000
Cr-W-Se-Te,6.709000,6.709000,17.199000,1.000000,71.300000,-65.040000,11.970000,11.970000,68.170000,68.170000,3.130000,3.130000,-0.910000,-0.910000
Cr-W-S-O,5.796000,5.796000,23.048000,1.000000,382.740000,101.770000,355.690000,355.690000,140.490000,140.490000,242.260000,242.260000,0.270000,0.270000
Cr-W-S-Se,6.322000,6.322000,19.370000,1.000000,257.600000,48.440000,248.500000,248.500000,104.580000,104.580000,153.020000,153.020000,0.190000,0.190000
Cr-W-S-Te,6.552000,6.552000,18.031000,1.000000,135.680000,74.840000,94.400000,94.400000,30.420000,30.420000,105.260000,105.260000,0.550000,0.550000
Cr-W-Te-O,6.098000,6.098000,20.821000,1.000000,-30.370000,-127.880000,508.130000,508.130000,48.760000,48.760000,-79.130000,-79.130000,4.210000,4.210000
Cr-W-Te-S,6.547000,6.547000,18.059000,1.000000,216.790000,66.020000,196.680000,196.680000,75.380000,75.380000,141.410000,141.410000,0.300000,0.300000
Cr-W-Te-Se,6.708000,6.708000,17.206000,1.000000,71.390000,-61.750000,17.980000,17.980000,66.570000,66.570000,4.820000,4.820000,-0.860000,-0.860000
Ge-Cr-O-S,5.825000,5.825000,22.818000,1.000000,310.050000,86.970000,285.660000,285.660000,111.540000,111.540000,198.510000,198.510000,0.280000,0.280000
Ge-Cr-O-Se,5.963000,5.963000,21.775000,1.000000,266.300000,91.460000,234.890000,234.890000,87.420000,87.420000,178.880000,178.880000,0.340000,0.340000
Ge-Cr-O-Te,6.222000,6.222000,19.996000,1.000000,127.790000,93.420000,59.500000,59.500000,17.190000,17.190000,110.600000,110.600000,0.730000,0.730000
Ge-Cr-Se-O,5.543000,5.543000,25.199000,1.000000,74.570000,-13.610000,72.080000,72.080000,44.090000,44.090000,30.480000,30.480000,-0.180000,-0.180000
Ge-Cr-Se-S,6.300000,6.300000,19.504000,1.000000,68.240000,-2.660000,68.140000,68.140000,35.450000,35.450000,32.790000,32.790000,-0.040000,-0.040000
Ge-Cr-Se-Te,7.284000,7.284000,14.591000,1.000000,31.260000,14.760000,24.290000,24.290000,8.250000,8.250000,23.010000,23.010000,0.470000,0.470000
Ge-Cr-S-O,5.725000,5.725000,23.620000,1.000000,76.200000,32.650000,62.210000,62.210000,21.770000,21.770000,54.420000,54.420000,0.430000,0.430000
Ge-Cr-S-Se,6.539000,6.539000,18.108000,1.000000,90.250000,42.270000,70.450000,70.450000,23.990000,23.990000,66.260000,66.260000,0.470000,0.470000
Ge-Cr-S-Te,7.131000,7.131000,15.225000,1.000000,100.750000,43.990000,81.540000,81.540000,28.380000,28.380000,72.370000,72.370000,0.440000,0.440000
Ge-Cr-Te-O,5.919000,5.919000,22.095000,1.000000,-273.380000,-388.680000,279.230000,279.230000,57.650000,57.650000,-331.030000,-331.030000,1.420000,1.420000
Ge-Cr-Te-S,6.356000,6.356000,19.163000,1.000000,91.230000,-1.190000,91.210000,91.210000,46.210000,46.210000,45.020000,45.020000,-0.010000,-0.010000
Ge-Cr-Te-Se,6.528000,6.528000,18.166000,1.000000,107.210000,31.590000,97.910000,97.910000,37.810000,37.810000,69.400000,69.400000,0.290000,0.290000
Ge-Hf-O-S,6.358000,6.358000,19.148000,1.000000,-222.090000,27.620000,-218.660000,-218.660000,-124.860000,-124.860000,-97.240000,-97.240000,-0.120000,-0.120000
Ge-Hf-O-Se,6.047000,6.047000,21.172000,1.000000,142.660000,76.810000,101.310000,101.310000,32.930000,32.930000,109.730000,109.730000,0.540000,0.540000
Ge-Hf-O-Te,6.260000,6.260000,19.753000,1.000000,154.270000,132.120000,41.130000,41.130000,11.080000,11.080000,143.190000,143.190000,0.860000,0.860000
Ge-Hf-Se-O,6.320000,6.320000,19.380000,1.000000,151.770000,30.290000,145.730000,145.730000,60.740000,60.740000,91.030000,91.030000,0.200000,0.200000
Ge-Hf-Se-S,7.368000,7.368000,14.262000,1.000000,80.350000,37.440000,62.910000,62.910000,21.460000,21.460000,58.890000,58.890000,0.470000,0.470000
Ge-Hf-Se-Te,7.458000,7.458000,13.918000,1.000000,78.190000,52.910000,42.390000,42.390000,12.640000,12.640000,65.550000,65.550000,0.680000,0.680000
Ge-Hf-S-O,6.384000,6.384000,18.994000,1.000000,262.520000,80.710000,237.710000,237.710000,90.900000,90.900000,171.620000,171.620000,0.310000,0.310000
Ge-Hf-S-Se,7.537000,7.537000,13.628000,1.000000,19.220000,-7.270000,16.460000,16.460000,13.240000,13.240000,5.970000,5.970000,-0.380000,-0.380000
Ge-Hf-S-Te,7.079000,7.079000,15.448000,1.000000,21.700000,54.100000,-113.190000,-113.190000,-16.200000,-16.200000,37.900000,37.900000,2.490000,2.490000
Ge-Hf-Te-O,6.351000,6.351000,19.196000,1.000000,158.690000,20.340000,156.080000,156.080000,69.170000,69.170000,89.520000,89.520000,0.130000,0.130000
Ge-Hf-Te-S,7.045000,7.045000,15.596000,1.000000,85.380000,39.710000,66.910000,66.910000,22.830000,22.830000,62.550000,62.550000,0.470000,0.470000
Ge-Hf-Te-Se,7.929000,7.929000,12.313000,1.000000,38.790000,9.740000,36.340000,36.340000,14.530000,14.530000,24.260000,24.260000,0.250000,0.250000
Ge-Mn-O-S,5.858000,5.858000,22.560000,1.000000,233.180000,83.670000,203.160000,203.160000,74.760000,74.760000,158.430000,158.430000,0.360000,0.360000
Ge-Mn-O-Se,5.901000,5.901000,22.232000,1.000000,207.600000,89.570000,168.950000,168.950000,59.010000,59.010000,148.580000,148.580000,0.430000,0.430000
Ge-Mn-O-Te,6.136000,6.136000,20.559000,1.000000,223.160000,117.800000,160.970000,160.970000,52.680000,52.680000,170.480000,170.480000,0.530000,0.530000
Ge-Mn-Se-O,5.574000,5.574000,24.913000,1.000000,86.240000,-33.290000,73.390000,73.390000,59.770000,59.770000,26.480000,26.480000,-0.390000,-0.390000
Ge-Mn-Se-S,6.367000,6.367000,19.094000,1.000000,125.770000,76.030000,79.810000,79.810000,24.870000,24.870000,100.900000,100.900000,0.600000,0.600000
Ge-Mn-Se-Te,7.529000,7.529000,13.656000,1.000000,68.010000,44.690000,38.640000,38.640000,11.660000,11.660000,56.350000,56.350000,0.660000,0.660000
Ge-Mn-S-O,5.771000,5.771000,23.248000,1.000000,88.400000,16.740000,85.230000,85.230000,35.830000,35.830000,52.570000,52.570000,0.190000,0.190000
Ge-Mn-S-Se,6.605000,6.605000,17.744000,1.000000,72.460000,-41.010000,49.260000,49.260000,56.740000,56.740000,15.730000,15.730000,-0.570000,-0.570000
Ge-Mn-S-Te,6.873000,6.873000,16.389000,1.000000,133.240000,48.580000,115.530000,115.530000,42.330000,42.330000,90.910000,90.910000,0.360000,0.360000
Ge-Mn-Te-O,5.947000,5.947000,21.889000,1.000000,-36.810000,-47.180000,23.660000,23.660000,5.180000,5.180000,-42.000000,-42.000000,1.280000,1.280000
Ge-Mn-Te-S,6.433000,6.433000,18.707000,1.000000,-16.580000,-32.880000,48.610000,48.610000,8.150000,8.150000,-24.730000,-24.730000,1.980000,1.980000
Ge-Mn-Te-Se,6.597000,6.597000,17.789000,1.000000,47.480000,45.810000,3.280000,3.280000,0.830000,0.830000,46.650000,46.650000,0.960000,0.960000
Ge-Mo-O-S,5.985000,5.985000,21.612000,1.000000,308.800000,68.780000,293.490000,293.490000,120.010000,120.010000,188.790000,188.790000,0.220000,0.220000
Ge-Mo-O-Se,6.098000,6.098000,20.816000,1.000000,281.990000,105.350000,242.630000,242.630000,88.320000,88.320000,193.670000,193.670000,0.370000,0.370000
Ge-Mo-O-Te,6.227000,6.227000,19.965000,1.000000,54.840000,-76.660000,-52.320000,-52.320000,65.750000,65.750000,-10.910000,-10.910000,-1.400000,-1.400000
Ge-Mo-Se-O,5.827000,5.827000,22.801000,1.000000,180.580000,75.640000,148.890000,148.890000,52.470000,52.470000,128.110000,128.110000,0.420000,0.420000
Ge-Mo-Se-S,6.424000,6.424000,18.760000,1.000000,90.460000,8.760000,89.610000,89.610000,40.850000,40.850000,49.610000,49.610000,0.100000,0.100000
Ge-Mo-Se-Te,7.343000,7.343000,14.356000,1.000000,103.120000,8.970000,102.340000,102.340000,47.070000,47.070000,56.040000,56.040000,0.090000,0.090000
Ge-Mo-S-O,5.921000,5.921000,22.078000,1.000000,202.440000,82.650000,168.700000,168.700000,59.900000,59.900000,142.550000,142.550000,0.410000,0.410000
Ge-Mo-S-Se,6.631000,6.631000,17.604000,1.000000,54.970000,-60.180000,-10.910000,-10.910000,57.570000,57.570000,-2.600000,-2.600000,-1.090000,-1.090000
Ge-Mo-S-Te,6.861000,6.861000,16.447000,1.000000,135.200000,49.880000,116.800000,116.800000,42.660000,42.660000,92.540000,92.540000,0.370000,0.370000
Ge-Mo-Te-O,5.998000,5.998000,21.516000,1.000000,83.810000,-42.990000,61.770000,61.770000,63.400000,63.400000,20.410000,20.410000,-0.510000,-0.510000
Ge-Mo-Te-S,6.358000,6.358000,19.154000,1.000000,154.220000,-13.330000,153.060000,153.060000,83.770000,83.770000,70.440000,70.440000,-0.090000,-0.090000
Ge-Mo-Te-Se,6.641000,6.641000,17.554000,1.000000,109.570000,37.540000,96.710000,96.710000,36.010000,36.010000,73.560000,73.560000,0.340000,0.340000
Ge-Pb-O-S,6.852000,6.852000,16.489000,1.000000,74.830000,24.520000,66.790000,66.790000,25.150000,25.150000,49.680000,49.680000,0.330000,0.330000
Ge-Pb-O-Se,6.433000,6.433000,18.708000,1.000000,-28.330000,55.090000,78.790000,78.790000,-41.710000,-41.710000,13.380000,13.380000,-1.940000,-1.940000
Ge-Pb-O-Te,6.496000,6.496000,18.343000,1.000000,-65.820000,-8.080000,-64.830000,-64.830000,-28.870000,-28.870000,-36.950000,-36.950000,0.120000,0.120000
Ge-Pb-Se-O,7.318000,7.318000,14.457000,1.000000,41.190000,1.940000,41.100000,41.100000,19.630000,19.630000,21.560000,21.560000,0.050000,0.050000
Ge-Pb-Se-S,8.262000,8.262000,11.342000,1.000000,33.640000,19.380000,22.480000,22.480000,7.130000,7.130000,26.510000,26.510000,0.580000,0.580000
Ge-Pb-Se-Te,5.092000,5.092000,7.465000,8.000000,,,,,,,,,,
Ge-Pb-S-O,7.115000,7.115000,15.294000,1.000000,31.050000,1.540000,30.980000,30.980000,14.760000,14.760000,16.290000,16.290000,0.050000,0.050000
Ge-Pb-S-Se,8.254000,8.254000,11.363000,1.000000,8.070000,4.730000,5.290000,5.290000,1.670000,1.670000,6.400000,6.400000,0.590000,0.590000
Ge-Pb-S-Te,6.856000,6.856000,16.470000,1.000000,48.760000,35.940000,22.260000,22.260000,6.410000,6.410000,42.350000,42.350000,0.740000,0.740000
